trade_id,strategy_type,sub_variant,symbol,entry_time,exit_time,entry_price,exit_price,qty,gross_pnl,fee,net_pnl,holding_bars,entry_reason,exit_reason
retq22-0001,trend,trend,INJ,2023-02-19T00:00:00.000Z,2023-02-25T00:00:00.000Z,4.417,3.644,2263.98,-1750.0565399999996,54.74982834,-1804.8063683399996,12,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
retq22-0002,trend,trend,INJ,2023-04-04T00:00:00.000Z,2023-04-19T00:00:00.000Z,5.872,8.623,1395.63,3839.378129999999,60.68897055000001,3778.6891594499994,30,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,trend-profit-trailing
retq22-0003,trend,trend,INJ,2023-04-26T00:00:00.000Z,2023-05-01T12:00:00.000Z,8.272,7.818,1447.51,-657.1695400000008,69.87130769999999,-727.0408477000008,11,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,off22-strong
retq22-0004,trend,trend,INJ,2023-05-29T00:00:00.000Z,2023-05-29T12:00:00.000Z,7.085,7.545,1587.41,730.2085999999999,69.6714249,660.5371750999999,1,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,risk-off
retq22-0005,trend,trend,INJ,2023-10-19T00:00:00.000Z,2023-10-25T00:00:00.000Z,8.122,11.797,1466.06,5387.770500000002,87.60734742,5300.163152580002,12,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,trend-profit-trailing
retq22-0006,trend,trend,INJ,2024-02-11T12:00:00.000Z,2024-02-16T00:00:00.000Z,35.89,34.13,479.45,-843.8320000000003,100.713267,-944.5452670000003,9,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
retq22-0007,trend,trend,INJ,2024-11-23T12:00:00.000Z,2024-12-09T12:00:00.000Z,28.93,30.31,562.14,775.753200000001,99.9035208,675.849679200001,32,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,trend-profit-trailing
retq22-0008,trend,trend,INJ,2025-07-18T00:00:00.000Z,2025-08-01T00:00:00.000Z,14.03,13.2,1207.33,-1002.0839000000014,98.6267877,-1100.7106877000015,28,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
retq22-0009,trend,trend,INJ,2026-03-17T00:00:00.000Z,2026-03-19T12:00:00.000Z,3.329,3.002,4757.62,-1555.7417400000013,90.36147666,-1646.1032166600012,5,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
