period,start_equity,end_equity,return_pct
2023-02,10000,9638.263802800002,-3.617361971999977
2023-03,9638.263802800002,9631.789973350002,-0.06716800434658499
2023-04,9652.085354000003,9824.997687250005,1.791450519843818
2023-05,9824.997687250005,9738.447279350006,-0.880920389552009
2023-06,9738.447279350006,9632.465428890006,-1.0882828383199317
2023-07,9477.630331890008,13209.365199890015,39.374134011574526
2023-08,13209.365199890015,13129.168761630015,-0.6071180336559068
2023-09,13129.168761630015,13342.802777430017,1.627170917509635
2023-10,13342.802777430017,16103.496359615783,20.69050729623021
2023-11,15956.218336814862,23120.309493835583,44.89842772138199
2023-12,23545.22423387558,41380.1960743956,75.74772558275338
2024-01,42520.1738503956,41811.9112119956,-1.6657096485352518
2024-02,41811.9112119956,50121.59332817561,19.873959059293167
2024-03,50794.51748117561,80701.38866531561,58.878148011197176
2024-04,78675.43940151561,76772.25677671559,-2.4190301818172832
2024-05,76772.25677671559,71278.7294285056,-7.155615294972195
2024-06,71878.17523982559,69710.40748171559,-3.015891473144827
2024-07,69710.40748171559,70475.6959233156,1.0978108854129642
2024-08,70081.1806305156,67336.0117181156,-3.917127091327388
2024-09,67336.0117181156,70291.22984885248,4.388763241737759
2024-10,71160.14525885248,70730.3598553525,-0.6039692610752878
2024-11,70965.2506625525,85227.0666997925,20.096900812844986
2024-12,85089.8809354725,69392.58255134252,-18.44790263137628
2025-01,69392.58255134252,65477.22648136253,-5.642326493733075
2025-02,65477.22648136253,66315.48964216255,1.2802362070705842
2025-03,66315.48964216255,66315.48964216255,0
2025-04,66315.48964216255,89386.4420358192,34.78968868080021
2025-05,90024.38639165617,101815.00542461826,13.097139014829096
2025-06,101815.00542461826,103737.31986141829,1.888046294142054
2025-07,103737.31986141829,181228.21873716003,74.69915260897535
2025-08,180299.68619672005,191427.94490351004,6.172089891852761
2025-09,191427.94490351004,179032.19596651007,-6.475412429072513
2025-10,179032.19596651007,165531.31072741008,-7.541037614053225
2025-11,165531.31072741008,165531.31072741008,0
2025-12,165531.31072741008,165531.31072741008,0
