period,start_equity,end_equity,return_pct
2023-02,10000,9638.263802800002,-3.617361971999977
2023-03,9638.263802800002,9631.789973350002,-0.06716800434658499
2023-04,9632.902774900003,9824.997687250005,1.9941539620905724
2023-05,9824.997687250005,9738.447279350006,-0.880920389552009
2023-06,9738.447279350006,9632.465428890006,-1.0882828383199317
2023-07,9436.340972690006,13169.280276510013,39.55918204549429
2023-08,13169.280276510013,13191.302198270016,0.16722190808926563
2023-09,13191.302198270016,13405.947837020018,1.6271755094667828
2023-10,13405.947837020018,19543.520552220023,45.78246006784639
2023-11,19274.898044620022,31111.62997955004,61.41008843485878
2023-12,31762.007376350037,55683.14564475006,75.31368526225985
2024-01,55891.33300335006,56264.29273037006,0.6672943853345714
2024-02,56264.29273037006,67446.37541813008,19.874208214696367
2024-03,67617.0759356501,108596.81650391006,60.60560886610893
2024-04,106560.19495331007,99508.90566151007,-6.61718880571639
2024-05,99508.90566151007,92388.47614088007,-7.155570120377853
2024-06,92996.31730037008,90355.69183391007,-2.839494662924147
2024-07,90355.69183391007,91347.62032031007,1.0978040965292424
2024-08,89440.70747271007,87278.11915951008,-2.4179016180745583
2024-09,87278.11915951008,84981.95885469009,-2.6308544763934627
2024-10,86458.2186489901,81500.09451229015,-5.734705403576889
2024-11,79745.65855759016,98204.04977955017,23.14657820353927
2024-12,98506.31250283019,79958.54782535021,-18.829011264579698
2025-01,79958.54782535021,75447.03483651021,-5.642314813788629
2025-02,75447.03483651021,75024.63076251022,-0.5598683565435247
2025-03,75024.63076251022,75024.63076251022,0
2025-04,75024.63076251022,102539.02252523262,36.67381163103482
2025-05,102539.02252523262,96397.40742380492,-5.989539348218753
2025-06,96397.40742380492,98217.67985590495,1.888300194731718
2025-07,98217.67985590495,111588.07811276308,13.613025960777957
2025-08,110998.42968086309,111988.88711713308,0.8923166202600363
2025-09,111988.88711713308,104737.2810216331,-6.475290791947308
2025-10,104737.2810216331,99476.92575453312,-5.022428705222426
2025-11,99476.92575453312,99476.92575453312,0
2025-12,99476.92575453312,99476.92575453312,0
