period,start_equity,end_equity,return_pct
2023,10000,60125.671370950025,501.2567137095003
2024,61782.06723095003,74569.04912540023,20.69691492622068
2025,74569.04912540023,96904.51652232034,29.952731942926224
2026,96904.51652232034,91917.02946202036,-5.146805576550384
