period,start_equity,end_equity,return_pct
2023-02,10000,9864.05763509,-1.3594236491000111
2023-03,9864.05763509,9864.05763509,0
2023-04,9864.05763509,9864.05763509,0
2023-05,9864.05763509,9864.05763509,0
2023-06,9864.05763509,9735.60105801,-1.3022691252637664
2023-07,9878.73197321,10306.846764209999,4.333701857292982
2023-08,10306.846764209999,10306.846764209999,0
2023-09,10306.846764209999,10306.846764209999,0
2023-10,10306.846764209999,11184.52260796,8.515464174723997
2023-11,11494.62076421,10872.440189130002,-5.41279775855884
2023-12,10872.440189130002,10571.527662890008,-2.7676632016871316
2024-01,10433.511975830006,10221.104854610008,-2.035816144286362
2024-02,10221.104854610008,11482.181122230008,12.337964296014615
2024-03,11492.79955109001,11000.11598456001,-4.286889059013221
2024-04,10853.867460330011,10853.867460330011,0
2024-05,10853.867460330011,10853.867460330011,0
2024-06,10853.867460330011,10763.821094310011,-0.829624706116161
2024-07,10763.821094310011,10566.947713970012,-1.8290287307364372
2024-08,10566.947713970012,10566.947713970012,0
2024-09,10566.947713970012,10517.044434370013,-0.4722582239526485
2024-10,10557.538386970014,10646.513555170017,0.8427643351959224
2024-11,10589.480269870017,11776.407719670018,11.208552445931996
2024-12,11995.695676270017,14857.980583470018,23.860932991674645
2025-01,14857.980583470018,13822.831229070021,-6.966958588919104
2025-02,13822.831229070021,13822.831229070021,0
2025-03,13822.831229070021,13822.831229070021,0
2025-04,13822.831229070021,13632.450549070021,-1.377291503057787
2025-05,13632.450549070021,13315.546547670025,-2.324629752070617
2025-06,13315.546547670025,12710.631766870027,-4.542921153363
2025-07,12710.631766870027,13550.295535570029,6.60599554845549
2025-08,13646.488787470027,12545.04189487003,-8.071284194446616
2025-09,12545.04189487003,12281.859688870029,-2.0978981832465826
2025-10,12281.859688870029,12140.26367367003,-1.1528874192262228
2025-11,12140.26367367003,12140.26367367003,0
2025-12,12140.26367367003,12140.26367367003,0
2026-01,12140.26367367003,12199.253533270032,0.4859026227572061
2026-02,12199.253533270032,12199.253533270032,0
2026-03,12199.253533270032,12751.677869470033,4.528345399933031
2026-04,12751.677869470033,12896.475483470034,1.1355181293175143
