period,start_equity,end_equity,return_pct
2023,10000,57833.40282997284,478.3340282997284
2024,59426.652697972844,264269.6753694411,344.6989075971561
2025,264269.6753694411,900287.7256598409,240.67008422410385
2026,900287.7256598409,802847.2749860851,-10.823256598587905
