trade_id,strategy_type,sub_variant,symbol,entry_time,exit_time,entry_price,exit_price,qty,gross_pnl,fee,net_pnl,holding_bars,entry_reason,exit_reason
retq22-0001,trend,trend,NEAR,2023-10-24T12:00:00.000Z,2023-12-18T12:00:00.000Z,1.155,2.115,8658,8311.680000000002,84.93498000000001,8226.745020000002,110,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
retq22-0002,trend,trend,NEAR,2023-12-24T00:00:00.000Z,2024-01-06T12:00:00.000Z,3.902,3.332,4671.1,-2662.5270000000037,101.3722122,-2763.8992122000036,27,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
retq22-0003,trend,trend,NEAR,2024-02-11T12:00:00.000Z,2024-03-30T00:00:00.000Z,3.182,6.974,4859.400000000001,18426.8448,148.0561992,18278.7886008,95,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
retq22-0004,trend,trend,NEAR,2024-07-20T00:00:00.000Z,2024-07-29T00:00:00.000Z,6.435,5.445,5243.400000000001,-5190.965999999997,186.87477600000003,-5377.840775999996,18,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
retq22-0005,trend,trend,NEAR,2024-09-24T00:00:00.000Z,2024-10-03T00:00:00.000Z,5.177,4.626,5478.8,-3018.8187999999973,161.1260292,-3179.9448291999975,18,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
retq22-0006,trend,trend,NEAR,2024-11-23T12:00:00.000Z,2024-12-10T00:00:00.000Z,6.249,6.504,4030,1027.6500000000015,154.18376999999998,873.4662300000015,33,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
retq22-0007,trend,trend,NEAR,2025-05-29T12:00:00.000Z,2025-05-30T00:00:00.000Z,2.943,2.754,8853.9,-1673.3871,151.3220049,-1824.7091048999998,1,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
retq22-0008,trend,trend,NEAR,2026-03-17T00:00:00.000Z,2026-03-22T00:00:00.000Z,1.491,1.281,16252.5,-3413.0250000000015,135.15579,-3548.1807900000013,10,trend-close>sma40|mom20-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,sma-break
