month,start_equity,end_equity,return_pct
2022-02,10224.615910700002,9289.806178500003,-9.142736904392923
2022-03,9289.806178500003,11573.370383620004,24.58139773039616
2022-04,11167.464166420004,10000.597300420006,-10.448807792092207
2022-05,10000.597300420006,10000.597300420006,0
2022-06,10000.597300420006,10000.597300420006,0
2022-07,10000.597300420006,8770.648781740007,-12.298750581911177
2022-08,8564.650037540006,8715.393247140006,1.7600626871999703
2022-09,8715.393247140006,7585.512005140006,-12.964202646515977
2022-10,7585.512005140006,7996.915769780007,5.423546417977199
2022-11,7757.795828160008,6585.158225610009,-15.115602788790127
2022-12,6585.158225610009,6513.460950310011,-1.0887707302333904
2023-01,6513.460950310011,9262.866821560016,42.21113617207064
2023-02,9329.030632860015,8252.513813520018,-11.539428496977367
2023-03,8252.513813520018,6737.539193960021,-18.357735034360413
2023-04,6844.893591670021,7041.0136804600215,2.865202886845042
2023-05,7041.0136804600215,6979.300061460021,-0.8764877019237338
2023-06,6979.300061460021,6544.299022260022,-6.2327315829576175
2023-07,6544.299022260022,8148.035311860022,24.505852867434584
2023-08,8148.035311860022,8148.035311860022,0
2023-09,8148.035311860022,8148.035311860022,0
2023-10,8148.035311860022,11349.774071660026,39.29461075284804
2023-11,11913.733103660024,20103.685933760033,68.74379977157594
2023-12,20103.685933760033,27154.732106060055,35.07339995030081
2024-01,26494.591287660056,26834.34894446006,1.2823660992205888
2024-02,26834.34894446006,33424.059485160076,24.556998026443488
2024-03,31773.770748660067,47023.07660851008,47.9933778728264
2024-04,48609.42025751007,39697.43905529009,-18.33385618468284
2024-05,39697.43905529009,37688.9318459801,-5.059538491922777
2024-06,37290.0182577701,37342.458710040104,0.14062865807011882
2024-07,37342.458710040104,39879.44006604011,6.793825162128098
2024-08,37686.84065704011,34749.82286704012,-7.7932183722366215
2024-09,34749.82286704012,34153.40097962013,-1.716330726927806
2024-10,33472.18378062014,34584.737760820135,3.323816538209101
2024-11,33339.986650620136,39849.85732739015,19.52571470705411
2024-12,40393.09019498015,36742.01856149017,-9.03885198152954
2025-01,36742.01856149017,34904.16098269018,-5.0020593607948305
2025-02,33884.38282279018,33348.96281609018,-1.5801379930694526
2025-03,33348.96281609018,33348.96281609018,0
2025-04,33348.96281609018,33743.60696089019,1.1833775670216706
2025-05,33652.544968890186,42834.95682276019,27.285935914679293
2025-06,42834.95682276019,39640.9742470202,-7.4564860400253234
2025-07,39640.9742470202,52930.078490270214,33.523657013169775
2025-08,51001.654540160205,50973.086826840205,-0.05601330697517781
2025-09,50973.086826840205,47244.08934834022,-7.315620282459445
2025-10,47244.08934834022,40120.81344312021,-15.077602306393612
2025-11,40120.81344312021,40120.81344312021,0
2025-12,40120.81344312021,40120.81344312021,0
2026-01,40120.81344312021,40120.81344312021,0
