id,split,trades,wins,losses,ties,win_rate,expectancy,profit_units,max_dd_units,max_loss_streak,positive_month_ratio,compound_end,compound_return,compound_max_dd
ML_HGB_T0.55,train,9581,6137,3444,0,0.6405385659117002,0.15296941864106042,1465.6,-23.19999999999976,10,1.0,1602860.5866571402,1602859.5866571402,-0.20917760724913825
ML_HGB_T0.55,validation,4880,2763,2117,0,0.5661885245901639,0.019139344262295074,93.39999999999996,-33.00000000000021,12,1.0,2.094870502497268,1.094870502497268,-0.28882380858252354
ML_HGB_T0.55,test,4253,2279,1974,0,0.5358570420879379,-0.035457324241711746,-150.80000000000007,-173.19999999999365,14,0.0,0.1863918046182039,-0.8136081953817961,-0.8485518265935992
ML_HGB_T0.55,all,18714,11179,7535,0,0.5973602650422144,0.07524847707598589,1408.2,-173.2000000000926,14,0.75,625863.6732562552,625862.6732562552,-0.8485518265935994
R128,train,2205,1223,967,15,0.5584474885844749,0.0052054794520547875,11.399999999999991,-45.19999999999979,9,0.5,1.0267481895876263,0.02674818958762626,-0.3856265677786973
R128,validation,1219,725,483,11,0.6001655629139073,0.0802980132450331,97.0,-18.600000000000133,11,1.0,2.5158501504303903,1.5158501504303903,-0.17336910407763473
R128,test,1152,626,516,10,0.5481611208406305,-0.013309982486865152,-15.200000000000014,-40.799999999999976,9,0.3333333333333333,0.8204526326141012,-0.17954736738589883,-0.35035656199017395
R128,all,4576,2574,1966,36,0.5669603524229075,0.02052863436123347,93.19999999999996,-45.19999999999979,11,0.5833333333333334,2.1193477770142035,1.1193477770142035,-0.3856265677786973
