id,family,params,train_trades,train_wins,train_losses,train_ties,train_win_rate,train_expectancy,train_profit_units,train_max_dd_units,train_max_loss_streak,train_positive_month_ratio,train_compound_end,train_compound_return,train_compound_max_dd,validation_trades,validation_wins,validation_losses,validation_ties,validation_win_rate,validation_expectancy,validation_profit_units,validation_max_dd_units,validation_max_loss_streak,validation_positive_month_ratio,validation_compound_end,validation_compound_return,validation_compound_max_dd,neighbor_stability
ML_LOGIT_T0.58,ml,"{""model"": ""ML_LOGIT"", ""threshold"": 0.58, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",802,449,353,0,0.559850374064838,0.007730673316708222,6.199999999999994,-32.399999999999984,12,0.5,1.0303923130658539,0.030392313065853882,-0.28063041823722157,472,292,180,0,0.6186440677966102,0.11355932203389826,53.59999999999998,-13.200000000000003,12,1.0,1.6780712760477243,0.6780712760477243,-0.1249353613727201,0.0
ML_LOGIT_T0.59,ml,"{""model"": ""ML_LOGIT"", ""threshold"": 0.59, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",437,244,193,0,0.5583524027459954,0.005034324942791771,2.2000000000000037,-19.799999999999983,8,0.6666666666666666,1.0045287988256475,0.004528798825647495,-0.18340359895622527,276,174,102,0,0.6304347826086957,0.13478260869565217,37.2,-13.2,12,1.0,1.4352330811344995,0.43523308113449954,-0.12430422072886993,0.0
ML_LOGIT_T0.60,ml,"{""model"": ""ML_LOGIT"", ""threshold"": 0.6, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",250,135,115,0,0.54,-0.028,-7.0,-19.599999999999994,8,0.16666666666666666,0.9230372197705737,-0.07696278022942626,-0.18163541303685726,145,89,56,0,0.6137931034482759,0.10482758620689656,15.200000000000001,-12.2,12,0.6666666666666666,1.157599299241871,0.1575992992418711,-0.11545880881704018,0.0
ML_LOGIT_T0.61,ml,"{""model"": ""ML_LOGIT"", ""threshold"": 0.61, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",158,80,78,0,0.5063291139240507,-0.08860759493670889,-14.000000000000004,-18.4,7,0.16666666666666666,0.8637493774621678,-0.13625062253783216,-0.17074979071836016,77,44,33,0,0.5714285714285714,0.028571428571428574,2.2,-9.2,9,0.6666666666666666,1.0191188500040762,0.019118850004076204,-0.0883828683911253,0.0
ML_LOGIT_T0.62,ml,"{""model"": ""ML_LOGIT"", ""threshold"": 0.62, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",101,47,54,0,0.46534653465346537,-0.1623762376237624,-16.400000000000002,-17.39999999999998,8,0.16666666666666666,0.84517281091325,-0.15482718908674997,-0.16297722891314936,52,32,20,0,0.6153846153846154,0.1076923076923077,5.6000000000000005,-6.4,6,1.0,1.0554579110851356,0.05545791108513565,-0.06277026249956941,0.0
ML_LOGIT_T0.63,ml,"{""model"": ""ML_LOGIT"", ""threshold"": 0.63, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",73,35,38,0,0.4794520547945205,-0.136986301369863,-10.0,-13.200000000000003,6,0.16666666666666666,0.9021027745099547,-0.09789722549004531,-0.12619627834136082,39,23,16,0,0.5897435897435898,0.061538461538461556,2.400000000000001,-7.0,6,0.6666666666666666,1.022716710487141,0.02271671048714108,-0.06827059659048151,0.0
ML_LOGIT_T0.64,ml,"{""model"": ""ML_LOGIT"", ""threshold"": 0.64, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",54,26,28,0,0.48148148148148145,-0.1333333333333333,-7.199999999999998,-11.2,4,0.16666666666666666,0.928451631210177,-0.07154836878982296,-0.10748980827801868,29,16,13,0,0.5517241379310345,-0.006896551724137907,-0.1999999999999993,-5.2,5,0.5,0.9968413473642136,-0.0031586526357864075,-0.05098800940379211,0.0
ML_LOGIT_T0.65,ml,"{""model"": ""ML_LOGIT"", ""threshold"": 0.65, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",43,19,24,0,0.4418604651162791,-0.20465116279069764,-8.799999999999999,-13.0,5,0.16666666666666666,0.9141022552453374,-0.08589774475466261,-0.12311143315368012,18,10,8,0,0.5555555555555556,2.4671622769447922e-17,4.440892098500626e-16,-4.2,4,0.5,0.9992792695148363,-0.0007207304851637453,-0.04140202970080009,0.0
ML_HGB_T0.55,ml,"{""model"": ""ML_HGB"", ""threshold"": 0.55, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",10771,6974,3797,0,0.647479342679417,0.1654628168229505,1782.1999999999998,-23.400000000000773,13,1.0,36356730.3046222,36356729.3046222,-0.2105379718713064,5800,3292,2508,0,0.5675862068965517,0.021655172413793094,125.59999999999995,-44.40000000000014,13,1.0,2.787017881474009,1.787017881474009,-0.36739872672168816,0.0
ML_HGB_T0.56,ml,"{""model"": ""ML_HGB"", ""threshold"": 0.56, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",5398,3629,1769,0,0.6722860318636532,0.21011485735457575,1134.1999999999998,-16.999999999999986,12,1.0,68695.81312422486,68694.81312422486,-0.15827143846064717,3021,1726,1295,0,0.5713339953657729,0.028401191658391254,85.79999999999998,-28.40000000000015,13,1.0,2.0914882296876876,1.0914882296876876,-0.25280005359929236,0.0
ML_HGB_T0.57,ml,"{""model"": ""ML_HGB"", ""threshold"": 0.57, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",2994,2082,912,0,0.6953907815631263,0.25170340681362724,753.5999999999999,-19.19999999999998,10,1.0,1675.426286349662,1674.426286349662,-0.17703451997513608,1735,1023,712,0,0.5896253602305476,0.06132564841498558,106.39999999999998,-20.40000000000005,12,1.0,2.706343396047999,1.7063433960479988,-0.18637241909072022,0.0
ML_HGB_T0.58,ml,"{""model"": ""ML_HGB"", ""threshold"": 0.58, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",1657,1204,453,0,0.7266143633071817,0.3079058539529269,510.19999999999993,-10.599999999999994,8,1.0,154.6050987641707,153.6050987641707,-0.10157347592803612,1019,585,434,0,0.5740922473012757,0.033366045142296345,33.99999999999998,-27.800000000000107,11,0.6666666666666666,1.349229224182092,0.349229224182092,-0.2472436492164226,0.0
ML_HGB_T0.59,ml,"{""model"": ""ML_HGB"", ""threshold"": 0.59, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",831,617,214,0,0.7424789410348978,0.33646209386281584,279.59999999999997,-8.800000000000011,5,1.0,15.88839233660214,14.88839233660214,-0.08490862165136592,505,292,213,0,0.5782178217821782,0.040792079207920766,20.599999999999987,-21.599999999999934,9,0.6666666666666666,1.2044029906955995,0.20440299069559953,-0.20224634769081407,0.0
ML_HGB_T0.60,ml,"{""model"": ""ML_HGB"", ""threshold"": 0.6, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",350,274,76,0,0.7828571428571428,0.40914285714285703,143.19999999999996,-7.199999999999999,7,1.0,4.134857884694939,3.134857884694939,-0.06987334801665668,202,120,82,0,0.594059405940594,0.06930693069306929,13.999999999999996,-15.399999999999995,7,0.6666666666666666,1.141168591820152,0.14116859182015196,-0.1444415417439585,0.0
ML_HGB_T0.61,ml,"{""model"": ""ML_HGB"", ""threshold"": 0.61, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",130,106,24,0,0.8153846153846154,0.46769230769230763,60.79999999999999,-3.2,2,1.0,1.8283573162319355,0.8283573162319355,-0.031719221920000096,78,45,33,0,0.5769230769230769,0.03846153846153845,2.999999999999999,-4.6,4,0.6666666666666666,1.0272718008041093,0.027271800804109292,-0.0453856499789862,0.0
ML_HGB_T0.62,ml,"{""model"": ""ML_HGB"", ""threshold"": 0.62, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",51,41,10,0,0.803921568627451,0.4470588235294118,22.8,-4.199999999999999,3,0.8333333333333334,1.2538158697272654,0.25381586972726544,-0.04174753735660208,31,21,10,0,0.6774193548387096,0.21935483870967742,6.8,-2.0,2,1.0,1.0691117933717018,0.06911179337170181,-0.01990000000000003,0.0
ML_HGB_T0.63,ml,"{""model"": ""ML_HGB"", ""threshold"": 0.63, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",17,14,3,0,0.8235294117647058,0.48235294117647065,8.200000000000001,-2.0,2,0.8333333333333334,1.0848083848030559,0.08480838480305586,-0.019899999999999918,5,2,3,0,0.4,-0.28,-1.4000000000000001,-3.0,3,0.3333333333333333,0.9858858831360001,-0.014114116863999882,-0.029700999999999977,0.0
ML_HGB_T0.64,ml,"{""model"": ""ML_HGB"", ""threshold"": 0.64, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",5,4,1,0,0.8,0.44000000000000006,2.2,-1.0,1,0.75,1.02206219157504,0.02206219157504008,-0.010000000000000009,3,2,1,0,0.6666666666666666,0.20000000000000004,0.6000000000000001,-1.0,1,0.5,1.00590336,0.005903360000000024,-0.010000000000000009,0.0
ML_HGB_T0.65,ml,"{""model"": ""ML_HGB"", ""threshold"": 0.65, ""features"": [""ret1"", ""ret2"", ""ret3"", ""ret6"", ""ret12"", ""ema_spread_8_30"", ""ema_spread_20_50"", ""rsi14"", ""bb_z20"", ""vol_z20"", ""vol_ratio20"", ""adx14"", ""atr_pct"", ""body_frac"", ""signed_body"", ""upper_wick"", ""lower_wick"", ""hour_sin"", ""hour_cos"", ""dow_sin"", ""dow_cos"", ""sym_BNBUSDT"", ""sym_BTCUSDT"", ""sym_ETHUSDT"", ""sym_SOLUSDT""]}",0,0,0,0,,,0.0,0.0,0,0.0,1.0,0.0,0.0,2,1,1,0,0.5,-0.09999999999999998,-0.19999999999999996,-1.0,1,0.0,0.99792,-0.0020799999999999708,-0.010000000000000009,0.0
