trade_id,strategy_type,sub_variant,symbol,entry_time,exit_time,entry_price,exit_price,qty,gross_pnl,fee,net_pnl,holding_bars,entry_reason,exit_reason
retq22-0001,trend,trend,SOL,2023-03-18T12:00:00.000Z,2023-03-23T00:00:00.000Z,22.48,21.41,444.83,-475.96810000000005,58.5707661,-534.5388661000001,9,trend-close>sma40|mom20-ok|sol-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,symbol-weak-exit
retq22-0002,trend,trend,SOL,2024-05-20T12:00:00.000Z,2024-05-26T00:00:00.000Z,177.72,168.35,53.26,-499.04619999999886,55.2950646,-554.3412645999989,11,trend-close>sma40|mom20-ok|sol-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,symbol-weak-exit
retq22-0003,trend,trend,SOL,2024-07-20T00:00:00.000Z,2024-07-26T00:00:00.000Z,169.12,171.86,52.69,144.3706000000002,53.898708600000006,90.47189140000019,12,trend-close>sma40|mom20-ok|sol-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,symbol-weak-exit
retq22-0004,trend,trend,SOL,2025-10-03T00:00:00.000Z,2025-10-03T12:00:00.000Z,234.74,230.79,38.34,-151.44300000000112,53.545260600000006,-204.98826060000113,1,trend-close>sma40|mom20-ok|sol-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,symbol-weak-exit
retq22-0005,trend,trend,SOL,2026-03-17T00:00:00.000Z,2026-03-19T12:00:00.000Z,96.19,89.62,91.45,-600.826500000001,50.9769735,-651.803473500001,5,trend-close>sma40|mom20-ok|sol-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,symbol-weak-exit
retq22-0006,trend,trend,SOL,2026-04-08T00:00:00.000Z,2026-04-08T12:00:00.000Z,85.56,84.46,95.19,-104.70900000000074,48.5526114,-153.26161140000073,1,trend-close>sma40|mom20-ok|sol-ok|structure-break|volume-ok|accel-ok|eff-ok|retq22-off,symbol-weak-exit
