period,start_equity,end_equity,return_pct
2023-02,10000,9638.263802800002,-3.617361971999977
2023-03,9638.263802800002,9455.172470200003,-1.8996298124441147
2023-04,9455.172470200003,9824.302360240008,3.903999543143155
2023-05,9824.302360240008,9737.75195234001,-0.8809827377695201
2023-06,9737.75195234001,9268.59938508001,-4.8178734635694
2023-07,9119.614684080012,13325.725873800016,46.12158885465365
2023-08,13325.725873800016,13244.828445880019,-0.60707708297566
2023-09,13244.828445880019,13460.35601233002,1.6272582716391648
2023-10,13460.35601233002,20381.196445530026,51.41647387974244
2023-11,20751.18813053002,28717.780292610034,38.39101699607854
2023-12,28717.780292610034,48066.611617350056,67.3757899377727
2024-01,49390.80707735006,54078.91396279007,9.491861264988156
2024-02,54078.91396279007,55574.36165339009,2.7653064401940153
2024-03,56320.7769196401,72943.44194544014,29.514267975240593
2024-04,71110.65883944013,69384.57899994013,-2.427315212192449
2024-05,69384.57899994013,62240.49130699015,-10.296362384725487
2024-06,62763.916905190155,62273.11339947017,-0.7819835502959172
2024-07,62273.11339947017,59916.50009827018,-3.784319062518615
2024-08,59916.50009827018,59916.50009827018,0
2024-09,59916.50009827018,58882.979111120185,-1.7249355110109943
2024-10,58882.979111120185,58564.40657752022,-0.5410265214312204
2024-11,58564.40657752022,72933.30319312023,24.535203983635114
2024-12,72815.90763952023,57168.35291218025,-21.489198218614803
2025-01,57168.35291218025,53942.73088130025,-5.642321085995028
2025-02,53942.73088130025,54633.32327730026,1.280232544250759
2025-03,54633.32327730026,54633.32327730026,0
2025-04,54633.32327730026,96198.38703774338,76.08005749434813
2025-05,96198.38703774338,88863.78803419339,-7.624451125851273
2025-06,88863.78803419339,97828.66172625343,10.088331693232
2025-07,97828.66172625343,126464.84850509347,29.271776055743782
2025-08,126464.84850509347,141026.26601963348,11.51420152450784
2025-09,141026.26601963348,131102.8467932335,-7.036575176016113
2025-10,131102.8467932335,121216.34404493349,-7.5410282767485075
2025-11,121216.34404493349,121216.34404493349,0
2025-12,121216.34404493349,121216.34404493349,0
2026-01,121216.34404493349,117762.78739351395,-2.849084979942429
2026-02,117762.78739351395,117762.78739351395,0
2026-03,117762.78739351395,106320.69501975398,-9.716220740874004
2026-04,106320.69501975398,102855.309933914,-3.259370233797032
