period,start_equity,end_equity,return_pct
2023-02,10000,9638.263802800002,-3.617361971999977
2023-03,9638.263802800002,9631.789973350002,-0.06716800434658499
2023-04,9652.085354000003,9824.997687250005,1.791450519843818
2023-05,9824.997687250005,9738.447279350006,-0.880920389552009
2023-06,9738.447279350006,9632.465428890006,-1.0882828383199317
2023-07,9477.630331890008,13200.254440810015,39.27800492908282
2023-08,13200.254440810015,13160.264587270016,-0.3029475963460704
2023-09,13160.264587270016,13267.340985670016,0.8136340853175161
2023-10,13267.340985670016,19341.556426070023,45.78321644827501
2023-11,19692.676895070017,30789.917894150036,56.352120426340655
2023-12,31355.821793990035,55107.22601871004,75.7479883026776
2024-01,56625.381846710035,55682.34061265004,-1.6654037523541887
2024-02,55682.34061265004,66748.54607437005,19.87381518083304
2024-03,67644.69553637007,105028.42276149007,55.26483182265216
2024-04,102392.20162229007,96069.19712659006,-6.175279362606778
2024-05,96069.19712659006,89194.8820537001,-7.155587096071702
2024-06,89944.98381718011,87232.4009823901,-3.0158244736621875
2024-07,87232.4009823901,88190.05589439011,1.097820192056087
2024-08,87696.3733983901,79682.13822399014,-9.138616414606581
2024-09,79682.13822399014,77585.79211286016,-2.6308858645799127
2024-10,78544.89514586017,77194.77047356017,-1.718920968438209
2024-11,77451.12868476017,93016.47396482016,20.096989604133086
2024-12,92866.75184274017,75734.88174717019,-18.447797253188035
2025-01,75734.88174717019,71461.77116459017,-5.64219615057322
2025-02,71461.77116459017,71827.71944859017,0.5120895802556369
2025-03,71827.71944859017,71827.71944859017,0
2025-04,71827.71944859017,73095.80889369019,1.7654597066911526
2025-05,75126.8643926902,102097.4844528402,35.90010082035877
2025-06,102097.4844528402,98222.38540036022,-3.795489255437956
2025-07,98222.38540036022,121383.23405221023,23.58001035858073
2025-08,120761.31651891024,124400.75839762024,3.01374809717323
2025-09,124400.75839762024,116345.36569512027,-6.475356586454762
2025-10,116345.36569512027,107571.7725967203,-7.540990606700159
2025-11,107571.7725967203,107571.7725967203,0
2025-12,107571.7725967203,107571.7725967203,0
