variantId,v12AggregateGrossCap,v12MaximumPositions,normalReturnPct,normalPf,normalDdPct,stressReturnPct,stressPf,stressDdPct,maxObservedTotalGross,v12NormalTrades,v12StressTrades
CURRENT_ONE_SLOT,1.0,1,911.5876285168225,3.3309971147006747,-12.073873536202285,189.47438640375748,2.1512802685770174,-16.27200837228052,2.5,218,175
TOP2_AGGREGATE_1.00,1.0,2,911.5876285168225,3.3309971147006747,-12.073873536202285,189.47438640375748,2.1512802685770174,-16.27200837228052,2.5,218,175
TOP2_AGGREGATE_1.25,1.25,2,911.5876285168225,3.3309971147006747,-12.073873536202285,189.47438640375748,2.1512802685770174,-16.27200837228052,2.5,218,175
TOP2_AGGREGATE_1.50,1.5,2,911.5876285168225,3.3309971147006747,-12.073873536202285,189.47438640375748,2.1512802685770174,-16.27200837228052,2.5,218,175
