symbol,feature,period,horizon_minutes,threshold,events,gross_mean,net_mean,median_net,win_rate,trade_sharpe
SOLUSDT,sig_funding_contra,selection,30,2.5,949,0.00018271083573420885,-0.0008172891642657915,-0.0006571820363386873,0.4077976817702845,-5.934642692509745
SOLUSDT,sig_funding_contra,holdout,30,2.5,105,0.0011160219284090628,0.00011602192840906238,-0.0008775560181216715,0.3619047619047619,0.26641650742983575
SOLUSDT,sig_funding_contra,selection,60,1.5,3009,0.00020976447620380697,-0.0007902355237961936,-0.0009247412982126271,0.4204054503157195,-6.263057103849373
SOLUSDT,sig_funding_contra,holdout,60,1.5,1847,0.0007980792282353818,-0.00020192077176461865,-0.0005304061986380884,0.44125609095831075,-1.58126612394586
SOLUSDT,sig_funding_contra,selection,60,2.0,1573,0.0004946315916596664,-0.0005053684083403342,-0.000792121401101852,0.42403051493960586,-3.16663442832843
SOLUSDT,sig_funding_contra,holdout,60,2.0,499,0.0011553294921371091,0.00015532949213710866,-0.00016716240333136591,0.47695390781563124,0.5621984754079762
SOLUSDT,sig_funding_contra,selection,60,2.5,949,0.0003840211692299892,-0.0006159788307700115,-0.0007634255973504303,0.44362486828240255,-3.3468305874269757
SOLUSDT,sig_funding_contra,holdout,60,2.5,105,0.0016729079138163392,0.0006729079138163387,-0.001,0.3523809523809524,0.9611524009488922
SOLUSDT,sig_flow_cont,selection,15,1.5,7013,-6.482446046581964e-06,-0.0010064824460465822,-0.0010401574170749708,0.3279623556252674,-21.663619534395632
SOLUSDT,sig_flow_cont,holdout,15,1.5,3652,-2.5744445663606776e-06,-0.001002574444566361,-0.001,0.29271631982475355,-20.485201601861238
SOLUSDT,sig_flow_cont,selection,15,2.0,2522,-1.9447479233995554e-05,-0.0010194474792339957,-0.0010436369462436526,0.3156225218080888,-14.065827226191663
SOLUSDT,sig_flow_cont,holdout,15,2.0,844,-0.0001571923445740818,-0.0011571923445740822,-0.0011127779216772984,0.27606635071090047,-13.058719052285904
SOLUSDT,sig_flow_cont,selection,15,2.5,833,-0.00015296576655362586,-0.0011529657665536263,-0.0012029715028010193,0.29891956782713086,-10.094767219948654
SOLUSDT,sig_flow_cont,holdout,15,2.5,63,0.00035754216324964126,-0.0006424578367503589,-0.0011248907206194972,0.2698412698412698,-1.9881365344179174
SOLUSDT,sig_flow_cont,selection,30,1.5,7013,-3.151171399983312e-05,-0.0010315117139998336,-0.0011109385400488439,0.36902894624269217,-16.380931701823588
SOLUSDT,sig_flow_cont,holdout,30,1.5,3652,1.723111843415921e-05,-0.0009827688815658411,-0.001,0.35323110624315446,-13.864185282979047
SOLUSDT,sig_flow_cont,selection,30,2.0,2522,-2.4027910214576276e-05,-0.0010240279102145765,-0.0010854606819581383,0.3636003172085646,-10.339419681533622
SOLUSDT,sig_flow_cont,holdout,30,2.0,844,-4.428069988160108e-05,-0.0010442806998816015,-0.0011181266622572452,0.3293838862559242,-8.035609156012061
SOLUSDT,sig_flow_cont,selection,30,2.5,833,-0.0002952013294329938,-0.0012952013294329943,-0.0011752971286330674,0.33013205282112845,-7.390779765495571
SOLUSDT,sig_flow_cont,holdout,30,2.5,63,0.0007315294917499341,-0.00026847050825006604,-0.0007174343034755939,0.4126984126984127,-0.6096390256471849
SOLUSDT,sig_flow_cont,selection,60,1.5,7013,-0.00017786421242060627,-0.001177864212420607,-0.0011353070116094646,0.4026807357764152,-13.178571825933899
SOLUSDT,sig_flow_cont,holdout,60,1.5,3650,-0.00011485351759218604,-0.0011148535175921868,-0.0011160900874711546,0.3868493150684931,-11.011954603728839
SOLUSDT,sig_flow_cont,selection,60,2.0,2522,-0.00025835920187811546,-0.0012583592018781161,-0.0010749638382158136,0.408406026962728,-8.956795193496612
SOLUSDT,sig_flow_cont,holdout,60,2.0,844,-0.00017187563534139415,-0.0011718756353413947,-0.0012285890548232583,0.36492890995260663,-5.87917053915949
SOLUSDT,sig_flow_cont,selection,60,2.5,833,-0.0003701407897464423,-0.0013701407897464429,-0.0010696160673885338,0.39015606242497,-5.874586317031496
SOLUSDT,sig_flow_cont,holdout,60,2.5,63,0.0010170145975542445,1.7014597554244465e-05,-0.0007668182348138366,0.42857142857142855,0.03347310560528511
SOLUSDT,sig_lead_follow,selection,15,1.5,5951,-6.872261929430191e-05,-0.0010687226192943023,-0.001,0.36313224668123006,-14.020660246803441
SOLUSDT,sig_lead_follow,holdout,15,1.5,3042,-0.00010650978821985907,-0.0011065097882198595,-0.0011166182042661168,0.30177514792899407,-15.325487646588432
SOLUSDT,sig_lead_follow,selection,15,2.0,2485,-0.00011130694590081428,-0.0011113069459008145,-0.001,0.3710261569416499,-8.336101157824496
SOLUSDT,sig_lead_follow,holdout,15,2.0,1426,-8.442609051620564e-05,-0.0010844260905162062,-0.001118976841628371,0.32538569424964936,-9.018528431378977
SOLUSDT,sig_lead_follow,selection,15,2.5,1117,-0.00010533011159112495,-0.0011053301115911253,-0.0009594188783376137,0.39659803043867503,-4.3968422878255575
SOLUSDT,sig_lead_follow,holdout,15,2.5,482,1.905513514039353e-05,-0.000980944864859607,-0.001,0.34024896265560167,-4.3024391270083
SOLUSDT,sig_lead_follow,selection,30,1.5,5951,-0.0001339545721264765,-0.001133954572126477,-0.001073896175873056,0.39304318601915644,-10.909157409057512
SOLUSDT,sig_lead_follow,holdout,30,1.5,3042,-0.00014100320418949174,-0.0011410032041894922,-0.0011179454015385329,0.35733070348454965,-11.684981652268595
SOLUSDT,sig_lead_follow,selection,30,2.0,2485,-0.00038811730993725137,-0.0013881173099372518,-0.0011704835605138566,0.39396378269617705,-7.643602446079573
SOLUSDT,sig_lead_follow,holdout,30,2.0,1426,-8.054120661324339e-05,-0.0010805412066132438,-0.001,0.3863955119214586,-6.771634093744303
SOLUSDT,sig_lead_follow,selection,30,2.5,1117,-0.0005189295572296895,-0.00151892955722969,-0.0011177163037081597,0.40017905102954343,-4.47106217380855
SOLUSDT,sig_lead_follow,holdout,30,2.5,482,8.743049582034966e-05,-0.0009125695041796507,-0.0008815280619590129,0.4190871369294606,-3.0144667098013826
SOLUSDT,sig_lead_follow,selection,60,1.5,5951,-4.574254256101083e-06,-0.0010045742542561017,-0.0010723405794480492,0.43068391866913125,-7.499552428656872
SOLUSDT,sig_lead_follow,holdout,60,1.5,3042,-0.0001399269288420777,-0.0011399269288420782,-0.0011155802126674432,0.3948060486522025,-8.157993028738423
SOLUSDT,sig_lead_follow,selection,60,2.0,2485,-7.93073830474897e-05,-0.0010793073830474905,-0.00112166436856198,0.4289738430583501,-4.6908017456985025
SOLUSDT,sig_lead_follow,holdout,60,2.0,1426,-6.73019264337986e-05,-0.0010673019264337991,-0.0011163114104766883,0.4067321178120617,-4.728502776523948
SOLUSDT,sig_lead_follow,selection,60,2.5,1117,-9.378037503285113e-05,-0.001093780375032852,-0.001176807302141646,0.4494180841539839,-2.900859725753017
SOLUSDT,sig_lead_follow,holdout,60,2.5,482,-2.3715576606638178e-05,-0.0010237155766066389,-0.0006792953267376048,0.44398340248962653,-2.4195862265402552
PENGUUSDT,sig_price_mr,selection,15,1.5,5561,0.002452062085489271,0.0014520620854892705,-0.001,0.4299586405322784,3.7797771027859777
PENGUUSDT,sig_price_mr,holdout,15,1.5,3457,0.0027762209191963495,0.0017762209191963486,-0.001,0.3960080995082441,14.674868532348253
PENGUUSDT,sig_price_mr,selection,15,2.0,3010,0.002802281780119917,0.001802281780119916,-0.001,0.45016611295681064,2.5779507449447596
PENGUUSDT,sig_price_mr,holdout,15,2.0,1752,0.0033666220432456723,0.002366622043245672,-0.001,0.4103881278538813,12.512604356522134
PENGUUSDT,sig_price_mr,selection,15,2.5,1657,0.0027624130670792332,0.0017624130670792328,-0.001,0.4496077248038624,1.3983914646610518
PENGUUSDT,sig_price_mr,holdout,15,2.5,855,0.0037473217777070716,0.0027473217777070707,-0.001,0.41403508771929826,9.010081310927221
PENGUUSDT,sig_price_mr,selection,30,1.5,5561,0.003302915542204425,0.002302915542204424,0.0007936273475416264,0.5308397770185218,4.698590578163985
PENGUUSDT,sig_price_mr,holdout,30,1.5,3457,0.003920860449915522,0.002920860449915522,0.0003919821826280376,0.5088226786230836,18.226357132379103
PENGUUSDT,sig_price_mr,selection,30,2.0,3010,0.0037680695688535764,0.002768069568853576,0.0015348480904174297,0.5504983388704319,3.110323045759428
PENGUUSDT,sig_price_mr,holdout,30,2.0,1752,0.0048434697587051885,0.003843469758705188,0.0012220850649439239,0.5371004566210046,15.871351791085994
PENGUUSDT,sig_price_mr,selection,30,2.5,1657,0.0035790857042573817,0.002579085704257381,0.0017777777777777679,0.5497887748943875,1.6128696884953257
PENGUUSDT,sig_price_mr,holdout,30,2.5,855,0.005506309215824678,0.004506309215824677,0.0014783147459725985,0.5380116959064327,11.84115186468499
PENGUUSDT,sig_price_mr,selection,60,1.5,5561,0.004230179330591012,0.0032301793305910113,0.0024216335540838694,0.579931666966373,6.112207341852064
PENGUUSDT,sig_price_mr,holdout,60,1.5,3457,0.0047172871712361855,0.0037172871712361855,0.0026608581051398303,0.5710153312120335,17.330340332629945
PENGUUSDT,sig_price_mr,selection,60,2.0,3010,0.004960121592902444,0.003960121592902443,0.0034363553634400032,0.6006644518272425,4.177827240204439
PENGUUSDT,sig_price_mr,holdout,60,2.0,1752,0.005386076869560257,0.004386076869560256,0.003634822075416156,0.5776255707762558,13.928893567368249
PENGUUSDT,sig_price_mr,selection,60,2.5,1657,0.005435486017217237,0.004435486017217235,0.004487736588643655,0.6083283041641521,2.61878366586829
PENGUUSDT,sig_price_mr,holdout,60,2.5,855,0.006437767662624806,0.005437767662624805,0.004188783395893126,0.5894736842105263,11.380484967271627
PENGUUSDT,sig_funding_contra,selection,15,1.5,2523,-4.056419626790415e-05,-0.0010405641962679046,-0.001,0.31827189853349186,-8.998524531310581
PENGUUSDT,sig_funding_contra,holdout,15,1.5,516,9.555369972310778e-07,-0.0009990444630027693,-0.001,0.2616279069767442,-5.029644701699384
PENGUUSDT,sig_funding_contra,selection,15,2.0,1545,-6.326333030169002e-05,-0.0010632633303016906,-0.001,0.3352750809061489,-7.007708642036466
PENGUUSDT,sig_funding_contra,holdout,15,2.0,192,0.00033749828041475016,-0.0006625017195852505,-0.001,0.3645833333333333,-1.6948000233954938
PENGUUSDT,sig_funding_contra,selection,15,2.5,1046,-2.4140579700935426e-06,-0.001002414057970094,-0.001,0.3565965583173996,-5.361881316997372
PENGUUSDT,sig_funding_contra,holdout,15,2.5,185,0.0002553906129268295,-0.0007446093870731711,-0.001,0.3567567567567568,-1.86854231343564
PENGUUSDT,sig_funding_contra,selection,30,1.5,2523,-7.420036628775034e-05,-0.0010742003662877508,-0.001,0.3915973047958779,-6.465508725330193
PENGUUSDT,sig_funding_contra,holdout,30,1.5,516,-3.5743399532585536e-05,-0.001035743399532586,-0.001,0.30426356589147285,-3.7590155143791337
PENGUUSDT,sig_funding_contra,selection,30,2.0,1545,-4.5619861304205784e-05,-0.0010456198613042066,-0.001,0.40388349514563104,-4.769444977049697
PENGUUSDT,sig_funding_contra,holdout,30,2.0,192,0.0004920680677390366,-0.0005079319322609642,-0.0012556241394657266,0.4270833333333333,-0.9175876374186935
PENGUUSDT,sig_funding_contra,selection,30,2.5,1046,-3.3631413813295374e-06,-0.0010033631413813302,-0.001,0.42638623326959846,-3.7119312084710163
PENGUUSDT,sig_funding_contra,holdout,30,2.5,185,0.00036079822085158356,-0.0006392017791484173,-0.0018232388568740756,0.41081081081081083,-1.120396874685354
PENGUUSDT,sig_funding_contra,selection,60,1.5,2523,-0.00013504028170503368,-0.0011350402817050347,-0.0013372681281619272,0.4181529924692826,-4.945440636942417
PENGUUSDT,sig_funding_contra,holdout,60,1.5,516,0.0002717230859892082,-0.0007282769140107926,-0.001,0.33527131782945735,-1.8443173765679008
PENGUUSDT,sig_funding_contra,selection,60,2.0,1545,-1.2253032331344834e-05,-0.0010122530323313458,-0.0016136582800035928,0.4168284789644013,-3.2764350913707596
PENGUUSDT,sig_funding_contra,holdout,60,2.0,192,0.0008491493584852766,-0.00015085064151472427,-0.0018724068032527899,0.421875,-0.188768517823975
PENGUUSDT,sig_funding_contra,selection,60,2.5,1046,-0.00024409253032318625,-0.0012440925303231869,-0.0017599868746164806,0.4196940726577438,-3.2307567025948942
PENGUUSDT,sig_funding_contra,holdout,60,2.5,185,0.0010234672321082427,2.3467232108241773e-05,-0.0016448284756255252,0.43243243243243246,0.028474688336409985
PENGUUSDT,sig_flow_cont,selection,15,1.5,1963,9.238662580035142e-05,-0.0009076133741996491,-0.001,0.3565970453387672,-6.88935325840349
PENGUUSDT,sig_flow_cont,holdout,15,1.5,472,0.0007055683759984761,-0.00029443162400152433,-0.001,0.4067796610169492,-1.0992320657503367
PENGUUSDT,sig_flow_cont,selection,15,2.0,266,0.0007315955064932447,-0.0002684044935067558,-0.001,0.3684210526315789,-0.8525283694394086
PENGUUSDT,sig_flow_cont,holdout,15,2.0,30,0.0014621533047526078,0.0004621533047526073,-0.00021045076083836458,0.5,0.41838952944302016
PENGUUSDT,sig_flow_cont,selection,15,2.5,32,0.0015545533743648171,0.0005545533743648171,-0.00047173179371312515,0.4375,0.7868731142949149
PENGUUSDT,sig_flow_cont,selection,30,1.5,1963,-0.00010227592131684303,-0.0011022759213168436,-0.001,0.3998981151299032,-6.061120301971486
PENGUUSDT,sig_flow_cont,holdout,30,1.5,472,0.0006193316823855379,-0.0003806683176144628,-0.001,0.4300847457627119,-1.027399807774063
PENGUUSDT,sig_flow_cont,selection,30,2.0,266,0.0007585143329467191,-0.00024148566705328142,-0.001,0.40601503759398494,-0.5620628411474143
PENGUUSDT,sig_flow_cont,holdout,30,2.0,30,0.0022912077659483516,0.0012912077659483513,-0.0009286529680365132,0.43333333333333335,0.7490782235990457
PENGUUSDT,sig_flow_cont,selection,30,2.5,32,0.0014629761067814079,0.00046297610678140754,0.0005412450314346571,0.5625,0.42244902716385657
PENGUUSDT,sig_flow_cont,selection,60,1.5,1963,-0.0009473813281848162,-0.0019473813281848168,-0.001,0.4396332144676516,-3.737915022993854
PENGUUSDT,sig_flow_cont,holdout,60,1.5,472,0.0006596868042460191,-0.0003403131957539817,-0.000640506415410135,0.4597457627118644,-0.670473767398482
PENGUUSDT,sig_flow_cont,selection,60,2.0,266,0.0014554719344886712,0.00045547193448867046,-0.00027033013409777287,0.49624060150375937,0.6310886496338106
PENGUUSDT,sig_flow_cont,holdout,60,2.0,30,0.003261292598242845,0.0022612925982428444,0.0014692804821627723,0.5666666666666667,1.2956669072750122
PENGUUSDT,sig_flow_cont,selection,60,2.5,32,0.0014817380739108217,0.0004817380739108208,0.002403833443489823,0.5625,0.1813697967873467
PENGUUSDT,sig_lead_follow,selection,15,1.5,5559,0.0013876129896955964,0.00038761298969559595,-0.001,0.40384961323979135,0.9729843201024366
PENGUUSDT,sig_lead_follow,holdout,15,1.5,3320,0.0014838378003315658,0.00048383780033156543,-0.001,0.3849397590361446,3.991683683975166
PENGUUSDT,sig_lead_follow,selection,15,2.0,2749,0.0014737553978957712,0.0004737553978957706,-0.001,0.4096034921789742,0.5963650137055383
PENGUUSDT,sig_lead_follow,holdout,15,2.0,1623,0.0016805438641219886,0.0006805438641219882,-0.001,0.38878619839802836,3.7449278379590236
PENGUUSDT,sig_lead_follow,selection,15,2.5,1444,0.001994286711051937,0.000994286711051937,-0.001,0.4203601108033241,0.7101456921103496
PENGUUSDT,sig_lead_follow,holdout,15,2.5,799,0.0016313614863562229,0.0006313614863562225,-0.001,0.3867334167709637,2.384882178394109
PENGUUSDT,sig_lead_follow,selection,30,1.5,5559,0.0014944591611246137,0.0004944591611246132,-0.0005477159656264155,0.48048210109731965,0.9995823710725054
PENGUUSDT,sig_lead_follow,holdout,30,1.5,3320,0.0018538692454026693,0.0008538692454026688,-0.0006820685660587902,0.4746987951807229,5.161500667440377
PENGUUSDT,sig_lead_follow,selection,30,2.0,2749,0.001518039818892602,0.000518039818892601,-5.7331390864611385e-05,0.4972717351764278,0.5269072136808785
PENGUUSDT,sig_lead_follow,holdout,30,2.0,1623,0.002237306018568512,0.0012373060185685112,-0.00016274201988475314,0.4953789279112754,5.030120452943367
PENGUUSDT,sig_lead_follow,selection,30,2.5,1444,0.001709750774962711,0.0007097507749627101,0.00029681659155567173,0.5110803324099723,0.39028347400511815
PENGUUSDT,sig_lead_follow,holdout,30,2.5,799,0.0021188192878718246,0.0011188192878718239,-0.0004310908832314544,0.48685857321652065,3.1100820412523342
PENGUUSDT,sig_lead_follow,selection,60,1.5,5559,0.001739577117622526,0.0007395771176225253,0.00043757602565530716,0.5135815794207591,1.3728738280658068
PENGUUSDT,sig_lead_follow,holdout,60,1.5,3320,0.002183849408117147,0.0011838494081171465,0.0004551501922877019,0.5132530120481927,5.348333634548513
PENGUUSDT,sig_lead_follow,selection,60,2.0,2749,0.002013141692161894,0.0010131416921618935,0.0006434754026515286,0.5205529283375773,0.958336478526613
PENGUUSDT,sig_lead_follow,holdout,60,2.0,1623,0.002685467680728549,0.001685467680728548,0.0006393442622950616,0.5255699322242761,5.216786357709521
PENGUUSDT,sig_lead_follow,selection,60,2.5,1444,0.0027433570510548553,0.0017433570510548553,0.001368804664723001,0.5394736842105263,0.886507632016872
PENGUUSDT,sig_lead_follow,holdout,60,2.5,799,0.002184050404863649,0.001184050404863648,0.0004413375612569723,0.5131414267834794,2.4781294972540837
