execution_price,delay_minutes,cost_bps_per_side_per_venue,volume_quantile_filter,active_bar_ratio,total_return,cagr,max_drawdown,sharpe,average_month,median_month,best_month,worst_month,positive_month_ratio,positive_week_ratio,best_week,worst_week,weeks
bar_open,10,5,0.0,0.13797313797313798,0.42241081892945465,3.1136336945054532,-0.11448273151885069,2.939328208633995,0.13004179014112174,0.13371905484146507,0.263114252192155,-0.006707936610254817,0.6666666666666666,0.7142857142857143,0.07396709287773162,-0.03766878246682792,14
bar_open,10,5,0.1,0.13797313797313798,0.42241081892945465,3.1136336945054532,-0.11448273151885069,2.939328208633995,0.13004179014112174,0.13371905484146507,0.263114252192155,-0.006707936610254817,0.6666666666666666,0.7142857142857143,0.07396709287773162,-0.03766878246682792,14
bar_open,10,5,0.25,0.13797313797313798,0.42241081892945465,3.1136336945054532,-0.11448273151885069,2.939328208633995,0.13004179014112174,0.13371905484146507,0.263114252192155,-0.006707936610254817,0.6666666666666666,0.7142857142857143,0.07396709287773162,-0.03766878246682792,14
bar_open,10,5,0.5,0.027472527472527472,0.0041436814083173346,0.01673642507496731,-0.07286531721572498,0.19428358031862933,0.0020915847148107827,0.005893022187228647,0.046243668896633006,-0.045861936939429304,0.6666666666666666,0.35714285714285715,0.029681257051204613,-0.0484148716988938,14
bar_open,10,10,0.0,0.13797313797313798,-0.22608596011748472,-0.6425420927841454,-0.37659525123583415,-1.662422194850064,-0.07633962022351577,-0.03601012829912453,0.019601324270599463,-0.21261005664202226,0.3333333333333333,0.5714285714285714,0.0383992716568593,-0.12065677514635231,14
bar_open,10,10,0.1,0.13797313797313798,-0.22608596011748472,-0.6425420927841454,-0.37659525123583415,-1.662422194850064,-0.07633962022351577,-0.03601012829912453,0.019601324270599463,-0.21261005664202226,0.3333333333333333,0.5714285714285714,0.0383992716568593,-0.12065677514635231,14
bar_open,10,10,0.25,0.13797313797313798,-0.22608596011748472,-0.6425420927841454,-0.37659525123583415,-1.662422194850064,-0.07633962022351577,-0.03601012829912453,0.019601324270599463,-0.21261005664202226,0.3333333333333333,0.5714285714285714,0.0383992716568593,-0.12065677514635231,14
bar_open,10,10,0.5,0.027472527472527472,-0.10239127613621113,-0.35181844856900424,-0.15255508421387542,-1.5050294843600351,-0.03441932028738589,-0.029744468188657502,0.015314913666472085,-0.08882840633997224,0.3333333333333333,0.35714285714285715,0.019432986907409466,-0.07475735011507523,14
bar_open,10,20,0.0,0.13797313797313798,-0.771317514680072,-0.9973206359171182,-0.774462569195242,-10.373497444221217,-0.3816692900923124,-0.33606406839263325,-0.3033820920358672,-0.5055617098484366,0.0,0.0,-0.003045185947184059,-0.2659795158855546,14
bar_open,10,20,0.1,0.13797313797313798,-0.771317514680072,-0.9973206359171182,-0.774462569195242,-10.373497444221217,-0.3816692900923124,-0.33606406839263325,-0.3033820920358672,-0.5055617098484366,0.0,0.0,-0.003045185947184059,-0.2659795158855546,14
bar_open,10,20,0.25,0.13797313797313798,-0.771317514680072,-0.9973206359171182,-0.774462569195242,-10.373497444221217,-0.3816692900923124,-0.33606406839263325,-0.3033820920358672,-0.5055617098484366,0.0,0.0,-0.003045185947184059,-0.2659795158855546,14
bar_open,10,20,0.5,0.027472527472527472,-0.2829938225400881,-0.7369217849157463,-0.3010076848402088,-4.729536876931372,-0.10348218466449281,-0.097374453325899,-0.04391294336826845,-0.16915915729931097,0.0,0.07142857142857142,0.0008722930271636287,-0.12534878149324058,14
bar_open,10,50,0.0,0.13797313797313798,-0.9941862876301933,-0.9999999989364358,-0.9942038258101152,-28.941291757262185,-0.811344580507959,-0.8176263198691289,-0.7381480647994565,-0.8782593568552914,0.0,0.0,-0.03850252397483911,-0.6224638596568369,14
bar_open,10,50,0.1,0.13797313797313798,-0.9941862876301933,-0.9999999989364358,-0.9942038258101152,-28.941291757262185,-0.811344580507959,-0.8176263198691289,-0.7381480647994565,-0.8782593568552914,0.0,0.0,-0.03850252397483911,-0.6224638596568369,14
bar_open,10,50,0.25,0.13797313797313798,-0.9941862876301933,-0.9999999989364358,-0.9942038258101152,-28.941291757262185,-0.811344580507959,-0.8176263198691289,-0.7381480647994565,-0.8782593568552914,0.0,0.0,-0.03850252397483911,-0.6224638596568369,14
bar_open,10,50,0.5,0.027472527472527472,-0.6355393190080763,-0.9826013996662891,-0.6355393190080763,-11.925134329534322,-0.28231688562821033,-0.273906659282131,-0.2022401174533346,-0.37080388014916543,0.0,0.0,0.0,-0.2616248994187358,14
bar_open,15,5,0.0,0.13522588522588522,0.0630173848432467,0.27799777828016814,-0.12528751754061707,0.7346919795829401,0.024310209204821076,0.03784537730191251,0.12308357505844447,-0.08799832474589375,0.6666666666666666,0.6428571428571429,0.06884644174219456,-0.041957468178863366,14
bar_open,15,5,0.1,0.13522588522588522,0.0630173848432467,0.27799777828016814,-0.12528751754061707,0.7346919795829401,0.024310209204821076,0.03784537730191251,0.12308357505844447,-0.08799832474589375,0.6666666666666666,0.6428571428571429,0.06884644174219456,-0.041957468178863366,14
