period,start_equity,end_equity,return_pct
2023-12,10000,10000,0
2024-01,10000,10029.91067419,0.2991067418999904
2024-02,10029.91067419,10029.91067419,0
2024-03,10029.91067419,10029.91067419,0
2024-04,10029.91067419,10029.91067419,0
2024-05,10029.91067419,10160.05989367,1.2976109529560853
2024-06,10160.05989367,10169.425930180001,0.09218485528648124
2024-07,10169.425930180001,10169.425930180001,0
2024-08,10169.425930180001,10169.425930180001,0
2024-09,10169.425930180001,10169.425930180001,0
2024-10,10169.425930180001,10169.425930180001,0
2024-11,10169.425930180001,10169.425930180001,0
2024-12,10169.425930180001,10169.425930180001,0
2025-01,10169.425930180001,10169.425930180001,0
2025-02,10169.425930180001,10009.995397780001,-1.5677436808586687
2025-03,10009.995397780001,9960.975380820002,-0.48971068429133346
2025-04,9960.975380820002,9983.192947020003,0.22304609087560046
2025-05,9983.192947020003,9983.192947020003,0
2025-06,9983.192947020003,9983.192947020003,0
2025-07,9983.192947020003,9983.192947020003,0
2025-08,9983.192947020003,9983.192947020003,0
2025-09,9983.192947020003,9983.192947020003,0
2025-10,9983.192947020003,9983.192947020003,0
2025-11,9983.192947020003,10081.195029180002,0.9816707207813025
2025-12,10081.195029180002,10209.817260960004,1.2758629448959669
