period,start_equity,end_equity,return_pct
2023,10000,15402.02454900632,54.02024549006321
2024,15428.405169006317,94917.89084362958,515.2151813740762
2025,94917.89084362958,211791.43022713135,123.13120144656664
2026,211791.43022713135,184025.98298669475,-13.10980676161454
