trade_id,strategy_type,sub_variant,symbol,entry_time,exit_time,entry_price,exit_price,qty,gross_pnl,fee,net_pnl,holding_bars,entry_reason,exit_reason
retq22-0001,trend,trend,PENGU,2025-04-21T00:00:00.000Z,2025-05-18T00:00:00.000Z,0.004972,0.012041,2011263.073,14217.618663037001,102.652855982847,14114.965807054154,54,trend-close>sma40|mom20-ok|retq22-off,sma-break
retq22-0002,trend,trend,PENGU,2025-07-07T00:00:00.000Z,2025-08-02T00:00:00.000Z,0.01592,0.034243,1514759.158,27754.932052034008,227.954590928262,27526.977461105747,52,trend-close>sma40|mom20-ok|retq22-off,sma-break
retq22-0003,trend,trend,PENGU,2025-09-16T12:00:00.000Z,2025-09-22T12:00:00.000Z,0.033127,0.030132,1558907.938,-4668.929274309994,295.844871749826,-4964.77414605982,12,trend-close>sma40|mom20-ok|retq22-off,risk-off
retq22-0004,trend,trend,PENGU,2025-10-03T00:00:00.000Z,2025-10-03T12:00:00.000Z,0.031834,0.030767,1466267.799,-1564.5077415330015,275.36949145559703,-1839.8772329885985,1,trend-close>sma40|mom20-ok|retq22-off,sma-break
retq22-0005,trend,trend,PENGU,2025-10-08T12:00:00.000Z,2025-10-09T12:00:00.000Z,0.030982,0.030811,1447204.566,-247.47198078599467,268.28133524051407,-515.7533160265087,2,trend-close>sma40|mom20-ok|retq22-off,sma-break
